,budget,popularity,runtime,revenue,homepage_bool,belongs_to_collection_bool,en_film,procoun_num,usa_production,lang_num,released,has_tagline,cast_size,crew_size,year,month,genre_name,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,None,Romance,Science Fiction,TV Movie,Thriller,War,Western
709,3000000.0,6.409512,146.0,10400000,0,0,1,1.0,1,1.0,1,1,14.0,8.0,1960,6,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,,14.331454,100.0,9504139,0,0,1,5.0,0,1.0,1,1,17.0,34.0,2011,6,"['Comedy', 'Romance']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
711,,1.893822,112.0,4385312,0,0,1,1.0,1,1.0,1,1,11.0,10.0,1984,12,"['Drama', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
712,40000000.0,13.876881,120.0,120455994,0,0,1,6.0,1,1.0,1,1,7.0,12.0,2006,2,"['Adventure', 'Drama', 'Family']",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
713,80000000.0,14.987902,132.0,10166502,0,0,1,2.0,1,2.0,1,1,56.0,116.0,2005,8,"['Action', 'History', 'War']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
714,9250000.0,2.132964,125.0,29174648,0,0,1,1.0,1,1.0,1,1,12.0,20.0,1979,11,"['Drama', 'Music', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
715,22000000.0,6.303785,108.0,24188922,1,0,1,2.0,1,1.0,1,1,18.0,3.0,2010,5,"['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
716,,11.449373,89.0,17953778,0,0,1,1.0,1,1.0,1,1,14.0,11.0,1993,3,"['Music', 'Comedy']",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
717,27000000.0,1.408176,132.0,14683921,0,0,1,4.0,0,1.0,1,1,6.0,3.0,1992,4,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,,7.477944,76.0,32710894,0,1,1,4.0,1,1.0,1,1,20.0,22.0,1992,4,"['Fantasy', 'Animation', 'Science Fiction', 'Family']",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
719,,7.328242,95.0,190000,1,1,0,1.0,0,1.0,1,1,13.0,13.0,2014,9,"['Thriller', 'Horror']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
720,,9.488593,95.0,4469460,0,1,0,1.0,0,3.0,1,1,16.0,9.0,1986,8,"['Action', 'Crime', 'Drama']",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,800000.0,7.137026,94.0,62852,0,0,1,2.84634317862166,1,1.0,1,0,6.0,2.0,2003,1,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,,5.007836,99.0,7399763,0,0,1,2.0,1,1.0,1,1,10.0,13.0,1988,11,"['Horror', 'Fantasy', 'Comedy']",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
723,11000000.0,4.08938,100.0,1044824,0,0,1,1.0,1,1.0,1,1,14.0,4.0,1993,9,"['Drama', 'Action', 'Comedy', 'Thriller', 'Crime']",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
724,50000000.0,30.121292,130.0,709827462,1,1,1,5.0,1,2.0,1,1,37.0,26.0,2009,3,"['Adventure', 'Fantasy', 'Drama', 'Romance']",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
725,50000000.0,16.838145,114.0,71561644,0,0,1,3.0,1,1.0,1,1,18.0,60.0,2015,3,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
726,,4.912681,105.0,4129250,0,0,0,3.0,0,1.0,1,1,12.0,29.0,2012,3,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,30000000.0,9.058516,129.0,219076518,1,0,1,2.0,1,1.0,1,1,37.0,17.0,2007,6,"['Comedy', 'Romance', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
728,14000000.0,0.825638,112.0,16656125,0,0,1,2.0,1,1.0,1,1,12.0,15.0,1980,6,"['Adventure', 'Comedy', 'Crime', 'Mystery', 'Romance']",0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
729,103000000.0,8.18534,102.0,500188435,1,1,1,2.0,1,2.0,1,1,21.0,22.0,2014,3,"['Animation', 'Adventure', 'Comedy', 'Family']",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
730,,9.661817,97.0,1999955,0,0,0,4.0,0,3.0,1,1,21.0,24.0,1991,5,"['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
731,4000000.0,5.032469,108.0,56666667,0,0,1,1.0,1,1.0,1,1,18.0,25.0,1967,12,"['Comedy', 'Drama', 'Romance']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
732,,8.328596,104.0,11220670,0,0,1,1.0,0,1.0,1,1,6.0,8.0,1994,5,"['Drama', 'Comedy']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,4000000.0,6.314697,121.0,1954937,0,1,0,2.0,0,1.0,1,1,8.0,14.0,2002,3,"['Action', 'Drama', 'Thriller']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
734,150000000.0,26.024868,108.0,1023784195,1,0,1,2.0,1,1.0,1,1,41.0,42.0,2016,2,"['Animation', 'Adventure', 'Family', 'Comedy']",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
735,40000000.0,12.337898,89.0,58662452,0,1,1,2.0,1,1.0,1,1,8.0,15.0,1992,7,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
736,8250000.0,11.840985,171.0,30000000,0,0,1,1.0,1,1.0,1,1,76.0,11.0,1951,11,"['Drama', 'History', 'Romance']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
737,8000000.0,1.194377,91.0,1893139,0,0,1,2.84634317862166,0,1.0,1,1,15.0,44.0,1988,4,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,40000000.0,14.384554,134.0,37279439,1,0,1,3.0,1,1.0,1,1,39.0,67.0,2016,9,"['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
739,40000000.0,15.010525,124.0,158733820,1,1,1,3.0,1,1.0,1,1,52.0,99.0,2005,4,"['Action', 'Thriller', 'Crime']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
740,,6.617717,86.0,2692037,0,0,1,2.0,1,1.0,1,1,50.0,30.0,1989,8,"['Action', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
741,,0.000578,92.0,402539,0,0,1,1.0,1,1.0,1,0,9.0,2.0,1991,11,"['Family', 'Science Fiction']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
742,967686.0,11.934045,101.0,4270000,1,0,1,4.0,0,3.0,1,1,20.0,13.0,2010,5,"['Comedy', 'Crime', 'Drama']",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,35000000.0,10.794556,92.0,39340177,1,0,1,5.0,1,1.0,1,1,16.0,11.0,2010,4,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,12000000.0,15.297121,96.0,78868508,0,1,1,1.0,1,1.0,1,1,55.0,15.0,1982,12,"['Thriller', 'Action', 'Comedy', 'Crime', 'Drama']",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
745,14000000.0,11.090265,112.0,19777647,0,0,0,8.0,1,1.0,1,1,23.0,19.0,2007,5,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,50000.0,11.329733,103.0,249905,0,0,1,2.84634317862166,1,1.0,1,1,10.0,3.0,2007,2,"['Action', 'Thriller', 'Horror', 'Science Fiction']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
747,6000000.0,9.023686,96.0,11122090,0,0,1,1.0,1,2.0,1,1,29.0,7.0,2015,8,"['Drama', 'Music', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
748,,4.725759,91.0,34153101,0,1,1,1.0,1,1.0,1,1,7.0,11.0,2012,11,"['Fantasy', 'Family']",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
749,25000000.0,7.257679,107.0,84565230,0,0,1,4.0,1,1.0,1,1,23.0,9.0,1999,4,"['Romance', 'Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
750,30000000.0,6.734065,103.0,50451307,0,0,1,6.0,1,3.0,1,1,30.0,26.0,2005,4,"['Comedy', 'Drama', 'Romance']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
751,50000000.0,9.91556,92.0,113244290,1,1,1,5.0,1,3.0,1,1,19.0,32.0,2008,1,"['Action', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
752,,0.358968,100.0,21350,0,0,1,2.0,0,1.0,1,1,4.0,3.0,1998,10,"['Comedy', 'Documentary']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,4500000.0,11.578578,104.0,58853106,0,1,1,1.0,1,1.0,1,1,13.0,6.0,1980,7,"['Romance', 'Adventure', 'Drama']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
754,6000000.0,10.505387,97.0,10409377,1,0,1,1.0,1,1.0,1,1,20.0,19.0,1999,4,"['Drama', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
755,,2.340967,96.0,6000000,0,0,1,3.0,1,4.0,1,1,11.0,3.0,1981,2,"['Animation', 'Music']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
756,,6.188664,103.0,194720,0,0,0,1.0,0,2.0,1,1,16.0,18.0,1993,6,"['Thriller', 'Action', 'Crime', 'Drama']",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
757,80000000.0,7.210383,88.0,163733697,0,0,1,5.0,1,1.0,1,1,25.0,20.0,2008,11,"['Comedy', 'Romance', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
758,,6.117335,99.0,24134,0,0,0,3.0,0,2.0,1,0,15.0,11.0,2015,9,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,23000000.0,9.604552,124.0,29541790,1,0,1,5.0,1,1.0,1,1,42.0,58.0,2007,8,"['History', 'Drama', 'Thriller', 'Crime', 'Mystery']",0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
760,6500000.0,9.369527,92.0,24793509,0,0,1,2.0,1,1.0,1,1,45.0,112.0,2005,9,"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,15000000.0,7.844705,95.0,59209,0,0,1,3.0,1,1.0,1,1,20.0,13.0,2014,5,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,2000000.0,9.02255,137.0,70000000,0,0,0,4.0,0,1.0,1,1,34.0,43.0,2006,3,"['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
763,200000000.0,26.114917,116.0,531865000,1,1,1,7.0,1,1.0,1,1,22.0,31.0,2013,6,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
764,,2.132858,115.0,8800000,0,0,1,3.0,0,1.0,1,1,29.0,15.0,1989,3,"['Drama', 'History', 'Romance']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
765,105000000.0,7.291872,114.0,133718711,1,0,1,4.0,1,1.0,1,1,14.0,144.0,2015,12,"['Action', 'Crime', 'Thriller']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
766,40000000.0,6.159379,107.0,24719215,1,0,1,3.0,1,1.0,1,1,38.0,10.0,2012,2,"['Adventure', 'Drama', 'Romance']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
767,20000000.0,16.205105,113.0,121463226,1,0,1,2.0,1,1.0,1,1,54.0,16.0,2007,8,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,,6.15698,98.0,2262223,1,0,1,3.0,1,1.0,1,0,6.0,13.0,2014,2,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,16000000.0,2.549325,105.0,4192440,0,0,1,3.0,1,1.0,1,1,8.0,9.0,1988,12,"['Action', 'History', 'War']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
770,50000000.0,10.223582,139.0,25035950,1,0,1,3.0,1,2.0,1,1,39.0,71.0,2016,6,"['War', 'Action', 'Drama', 'History', 'Thriller']",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
771,9000000.0,2.089842,135.0,18130000,1,0,0,2.84634317862166,0,1.0,1,1,4.0,5.0,2009,8,"['Action', 'Crime', 'Drama']",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,,5.063701,110.0,5926128,0,0,1,1.0,1,1.0,1,1,17.0,26.0,1997,4,"['Drama', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
773,,0.001272,75.0,48752,0,0,1,2.84634317862166,1,1.0,1,0,0.0,2.0,2000,10,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,,14.67986,97.0,3317662,0,0,1,11.0,1,1.0,1,1,11.0,55.0,2010,3,"['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
775,,2.92387,40.0,7732325,1,0,1,1.0,1,1.0,1,1,3.0,11.0,2011,4,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,130000000.0,9.566135,165.0,49554002,0,0,1,5.0,1,2.0,1,1,45.0,101.0,2008,11,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,150000000.0,15.884744,103.0,331957105,1,0,1,7.0,1,3.0,1,1,18.0,99.0,2016,12,"['Action', 'Adventure', 'Fantasy']",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
778,22500000.0,18.908782,116.0,29252978,1,0,1,4.0,1,1.0,1,1,63.0,121.0,2016,11,"['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
779,,12.553657,112.0,55447968,1,0,1,4.0,1,1.0,1,1,15.0,28.0,2008,2,"['Comedy', 'Romance']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
780,5000000.0,8.645067,87.0,3305592,1,0,1,3.0,1,2.0,1,1,22.0,59.0,2017,1,"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,13000000.0,4.654312,123.0,1646788,1,0,1,2.0,1,1.0,1,1,40.0,57.0,2016,2,"['Drama', 'Music']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
782,40000000.0,13.689855,108.0,332000000,1,1,1,3.0,1,1.0,1,1,55.0,29.0,1989,11,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
783,,4.582718,105.0,22697691,0,0,1,3.0,1,2.0,1,0,27.0,32.0,1992,7,"['Drama', 'Comedy', 'Romance']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
784,,2.614785,90.0,12416686,0,0,1,1.0,1,1.0,1,1,7.0,8.0,1993,9,"['Comedy', 'Crime']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,2500000.0,2.296734,95.0,764083,0,0,1,3.0,1,1.0,1,1,6.0,2.0,1993,1,"['Drama', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
786,19000000.0,8.385361,95.0,70067909,1,1,1,4.0,1,3.0,1,1,67.0,31.0,2004,7,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,1601792.0,2.329513,96.0,253527,0,0,0,3.0,0,1.0,1,0,15.0,4.0,2005,5,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,,3.457153,89.0,2334228,1,0,1,2.84634317862166,1,1.0,1,0,4.0,3.0,2015,1,"['Adventure', 'Documentary']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,94000000.0,6.587711,145.0,95311434,1,0,0,3.0,0,3.0,1,0,8.0,45.0,2011,12,"['Drama', 'History', 'War']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
790,1300000.0,5.184013,99.0,72266306,0,0,1,2.0,1,1.0,1,1,19.0,13.0,1971,1,"['Action', 'Thriller', 'Drama']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
791,40000000.0,17.496832,83.0,222300000,0,1,1,2.0,1,2.0,1,1,12.0,48.0,1989,11,"['Animation', 'Family']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
792,13000000.0,10.890236,83.0,73180723,0,0,1,2.0,1,3.0,1,1,15.0,122.0,2000,12,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,40000000.0,2.947411,93.0,10959475,0,0,1,3.0,1,1.0,1,1,10.0,17.0,2002,11,"['Action', 'Adventure', 'Drama', 'Thriller']",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
794,25000000.0,14.141837,116.0,93617009,1,0,1,1.0,1,1.0,1,1,72.0,61.0,2010,12,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,13000000.0,24.515462,90.0,20560255,0,1,1,1.0,1,2.0,1,1,29.0,27.0,1991,8,"['Thriller', 'Horror', 'Action']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
796,8.0,4.222195,133.0,33579813,1,0,0,1.0,0,2.0,1,0,8.0,10.0,2005,8,"['War', 'Comedy', 'Drama', 'History']",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
797,,5.159349,102.0,4631,1,0,1,3.0,1,1.0,1,1,11.0,2.0,2015,4,"['Drama', 'Romance', 'Comedy']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
798,,3.215954,89.0,66456,1,0,1,1.0,1,1.0,1,1,27.0,41.0,2009,3,"['Horror', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
799,110000000.0,16.747793,117.0,177238796,1,0,1,8.0,1,5.0,1,1,60.0,107.0,2010,6,"['Thriller', 'Action', 'Adventure', 'Comedy', 'Crime']",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
800,5000000.0,8.585856,108.0,58978653,1,0,1,5.0,1,1.0,1,1,19.0,44.0,2015,7,"['Thriller', 'Mystery']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
801,3000000.0,12.822085,94.0,14016568,1,0,1,5.0,1,1.0,1,1,22.0,15.0,2016,5,"['Comedy', 'Drama', 'Romance']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
802,7000000.0,3.18614,108.0,453079,1,0,1,4.0,1,1.0,1,1,16.0,19.0,2010,8,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,15000000.0,11.179855,83.0,32056467,0,0,1,1.0,1,1.0,1,1,15.0,15.0,1973,11,"['Animation', 'Family']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
804,20000000.0,10.605851,72.0,135680000,0,1,1,4.0,1,1.0,1,1,9.0,10.0,2003,2,"['Family', 'Animation', 'Adventure']",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
805,14000000.0,11.535478,119.0,13551174,0,0,1,11.0,1,1.0,1,1,18.0,8.0,2012,3,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
806,3000000.0,7.351028,100.0,18492362,1,1,1,2.0,1,1.0,1,0,16.0,6.0,2001,1,"['Comedy', 'Crime', 'Mystery']",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
807,,4.433261,150.0,138730,0,0,0,3.0,0,1.0,1,0,24.0,23.0,2011,9,"['Drama', 'Crime']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,,13.567726,90.0,32846,0,0,1,2.0,0,1.0,1,1,6.0,26.0,2013,7,"['Drama', 'History', 'Thriller']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
809,75000000.0,18.311054,121.0,220021259,1,1,1,5.0,1,1.0,1,1,17.0,29.0,2016,10,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
810,42000000.0,9.874043,124.0,363889678,1,0,1,4.0,1,2.0,1,1,27.0,11.0,1999,5,"['Romance', 'Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
811,,5.50751,113.0,1400000,0,0,1,2.0,1,1.0,1,1,4.0,2.0,1985,8,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,33000000.0,11.840557,98.0,244386864,0,1,1,1.0,1,1.0,1,1,22.0,17.0,1998,9,"['Action', 'Comedy', 'Crime', 'Thriller']",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
813,15000000.0,3.94159,95.0,21000000,0,0,1,3.0,1,1.0,1,0,8.0,3.0,2006,10,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,50000000.0,12.229381,97.0,42277365,1,1,1,2.0,1,1.0,1,1,17.0,33.0,1996,8,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
815,32000000.0,11.119707,96.0,60740827,0,0,1,3.0,1,1.0,1,1,15.0,35.0,2005,9,"['Drama', 'Thriller', 'Crime']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
816,12000000.0,9.592265,92.0,41205099,0,0,1,3.0,1,1.0,1,1,17.0,10.0,1996,2,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,100000.0,1.522753,90.0,22000000,0,0,1,1.0,1,1.0,1,1,5.0,9.0,1972,8,"['Mystery', 'Horror', 'Drama']",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
818,,14.307672,92.0,233755553,1,1,1,5.0,1,1.0,1,1,27.0,12.0,2015,12,"['Adventure', 'Animation', 'Comedy', 'Family']",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
819,1000000.0,2.678923,107.0,2402459,0,0,1,1.0,1,1.0,1,1,8.0,8.0,2001,11,"['Comedy', 'Drama', 'Romance']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
820,4000000.0,5.350658,99.0,9221,0,0,1,2.0,1,1.0,1,1,23.0,37.0,2013,9,"['Horror', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
821,886000.0,6.507597,103.0,2600000,0,0,1,1.0,1,1.0,1,1,9.0,16.0,1936,8,"['Comedy', 'Music', 'Romance']",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
822,50000000.0,9.082538,107.0,170128460,1,0,1,1.0,1,1.0,1,1,18.0,13.0,2004,10,"['Drama', 'Romance', 'Comedy']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
823,,9.555852,81.0,1250000,0,0,1,2.0,1,2.0,1,1,9.0,13.0,1962,3,"['Drama', 'Mystery', 'Horror']",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
824,110000000.0,8.555544,76.0,103951461,1,0,1,1.0,1,2.0,1,1,21.0,76.0,2004,4,"['Animation', 'Family']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
825,2700000.0,7.048957,80.0,15992615,1,1,1,3.0,1,2.0,1,1,10.0,15.0,2004,2,"['Drama', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
826,3860000.0,8.959821,130.0,64076736,0,0,0,6.0,0,3.0,1,1,14.0,10.0,2013,1,"['Action', 'Drama', 'History']",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
827,10000000.0,3.759301,89.0,150000000,0,0,0,2.0,0,2.0,1,1,9.0,2.0,2015,7,"['Fantasy', 'Animation', 'Comedy']",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
828,54000000.0,11.415316,121.0,7266209,1,0,1,3.0,1,1.0,1,1,18.0,27.0,2003,8,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,500000.0,0.892007,78.0,11276,1,0,1,2.84634317862166,0,1.0,1,1,5.0,2.0,2009,1,"['Drama', 'Comedy', 'Romance']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
830,6000000.0,2.447359,139.0,161000000,0,0,1,2.0,1,1.0,1,0,10.0,18.0,1976,12,"['Drama', 'Music', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
831,12000000.0,8.032616,110.0,3148182,0,0,1,3.0,1,1.0,1,0,47.0,14.0,2008,11,"['Drama', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
832,150000000.0,28.505341,140.0,374218673,1,1,1,6.0,1,3.0,1,1,113.0,137.0,2005,6,"['Action', 'Crime', 'Drama']",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
